# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\Affiliation Database
# DB Description,Credential Affiliations
# Table,eq_class_members
# Table Description,eq_class_members
# Total Rows in DB,160
# Export Timestamp,2026-04-02 09:55:54 UTC
# MD5 Hash of Source DB,98f842308ecd3f8294f4be9e56674791

id,facet_uri,set_id,facet_display_name,facet_icon_url,change_password_url,facet_icon_url__DOMAIN,facet_icon_url__CATEGORY,change_password_url__DOMAIN,change_password_url__CATEGORY
3800,android://IOki8gmf4whLAX9cZY5ueII1gtbeo8Ijf_ENSVTsxGgWNjNaFxcKce-JZ4mabdbVf8KT0TUOcfLRsUui3uDL6A==@com.dropbox.android,1072,Dropbox: Secure Cloud Storage,,,,,,
3801,https://www.dropbox.com,1072,www.dropbox.com,,,,,,
3802,android://HHyBdiB3ewVpPgacfxkV6SNMBQet94KXQcn9AS6AzrYFnYwuQDHU5NaB7z6bXXuM7FeAhV1D4Qi0BcsLTl7isA==@com.linkedin.android,1073,android.linkedin.com,,,,,,
3803,android://HHyBdiB3ewVpPgacfxkV6SNMBQet94KXQcn9AS6AzrYFnYwuQDHU5NaB7z6bXXuM7FeAhV1D4Qi0BcsLTl7isA==@com.linkedin.android.flagshipdev,1073,flagshipdev.android.linkedin.com,,,,,,
3804,android://RhCe_FZdm7NQv2kGZd8c6swvtMv_TsjScbUiFDmlFvqMSK7x30y6HdVa2ogKj2PVuRzY2DTjFQU4kSiRPLfJVA==@com.linkedin.android,1073,android.linkedin.com,,,,,,
3805,android://pBowWSLvFMHp-Qulwesr2bSrcr9vsiPPhGed3xcXj5ZNJccRGvbP7pPFSqeoQ8NHooDFe29iIWzU_fETWE2UpQ==@com.linkedin.android,1073,LinkedIn: Jobs & Business News,,,,,,
3806,android://x77bgiN15hDgJuBEuLwXIPplwjKctRYLtG6TYDDu50U-g64A2nH3jzZEmTIKXg8Ax1LMr60cLYuV1m-z4W-EGQ==@com.linkedin.android,1073,android.linkedin.com,,,,,,
3807,https://ae.linkedin.com,1073,ae.linkedin.com,,,,,,
3808,https://af.linkedin.com,1073,af.linkedin.com,,,,,,
3809,https://al.linkedin.com,1073,al.linkedin.com,,,,,,
3810,https://ar.linkedin.com,1073,ar.linkedin.com,,,,,,
3811,https://at.linkedin.com,1073,at.linkedin.com,,,,,,
3812,https://au.linkedin.com,1073,au.linkedin.com,,,,,,
3813,https://ba.linkedin.com,1073,ba.linkedin.com,,,,,,
3814,https://bd.linkedin.com,1073,bd.linkedin.com,,,,,,
3815,https://be.linkedin.com,1073,be.linkedin.com,,,,,,
3816,https://bg.linkedin.com,1073,bg.linkedin.com,,,,,,
3817,https://bh.linkedin.com,1073,bh.linkedin.com,,,,,,
3818,https://bo.linkedin.com,1073,bo.linkedin.com,,,,,,
3819,https://br.linkedin.com,1073,br.linkedin.com,,,,,,
3820,https://ca.linkedin.com,1073,ca.linkedin.com,,,,,,
3821,https://ch.linkedin.com,1073,ch.linkedin.com,,,,,,
3822,https://cl.linkedin.com,1073,cl.linkedin.com,,,,,,
3823,https://cn.linkedin.com,1073,cn.linkedin.com,,,,,,
3824,https://co.linkedin.com,1073,co.linkedin.com,,,,,,
3825,https://cr.linkedin.com,1073,cr.linkedin.com,,,,,,
3826,https://cy.linkedin.com,1073,cy.linkedin.com,,,,,,
3827,https://cz.linkedin.com,1073,cz.linkedin.com,,,,,,
3828,https://de.linkedin.com,1073,de.linkedin.com,,,,,,
3829,https://dk.linkedin.com,1073,dk.linkedin.com,,,,,,
3830,https://do.linkedin.com,1073,do.linkedin.com,,,,,,
3831,https://dz.linkedin.com,1073,dz.linkedin.com,,,,,,
3832,https://ec.linkedin.com,1073,ec.linkedin.com,,,,,,
3833,https://ee.linkedin.com,1073,ee.linkedin.com,,,,,,
3834,https://eg.linkedin.com,1073,eg.linkedin.com,,,,,,
3835,https://es.linkedin.com,1073,es.linkedin.com,,,,,,
3836,https://fi.linkedin.com,1073,fi.linkedin.com,,,,,,
3837,https://fr.linkedin.com,1073,fr.linkedin.com,,,,,,
3838,https://gh.linkedin.com,1073,gh.linkedin.com,,,,,,
3839,https://gr.linkedin.com,1073,gr.linkedin.com,,,,,,
3840,https://gt.linkedin.com,1073,gt.linkedin.com,,,,,,
3841,https://hk.linkedin.com,1073,hk.linkedin.com,,,,,,
3842,https://hr.linkedin.com,1073,hr.linkedin.com,,,,,,
3843,https://hu.linkedin.com,1073,hu.linkedin.com,,,,,,
3844,https://id.linkedin.com,1073,id.linkedin.com,,,,,,
3845,https://ie.linkedin.com,1073,ie.linkedin.com,,,,,,
3846,https://il.linkedin.com,1073,il.linkedin.com,,,,,,
3847,https://in.linkedin.com,1073,in.linkedin.com,,,,,,
3848,https://ir.linkedin.com,1073,ir.linkedin.com,,,,,,
3849,https://is.linkedin.com,1073,is.linkedin.com,,,,,,
3850,https://it.linkedin.com,1073,it.linkedin.com,,,,,,
3851,https://jm.linkedin.com,1073,jm.linkedin.com,,,,,,
3852,https://jo.linkedin.com,1073,jo.linkedin.com,,,,,,
3853,https://jp.linkedin.com,1073,jp.linkedin.com,,,,,,
3854,https://ke.linkedin.com,1073,ke.linkedin.com,,,,,,
3855,https://kr.linkedin.com,1073,kr.linkedin.com,,,,,,
3856,https://kw.linkedin.com,1073,kw.linkedin.com,,,,,,
3857,https://kz.linkedin.com,1073,kz.linkedin.com,,,,,,
3858,https://lb.linkedin.com,1073,lb.linkedin.com,,,,,,
3859,https://linkedin.com,1073,linkedin.com,,,,,,
