# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\Affiliation Database
# DB Description,Credential Affiliations
# Table,eq_class_groups
# Table Description,eq_class_groups
# Total Rows in DB,199
# Export Timestamp,2026-04-02 09:55:54 UTC
# MD5 Hash of Source DB,98f842308ecd3f8294f4be9e56674791

id,facet_uri,set_id,main_domain,change_password_url,main_domain__DOMAIN,main_domain__CATEGORY,change_password_url__DOMAIN,change_password_url__CATEGORY
4733,https://dropbox.com,1072,dropbox.com,https://www.dropbox.com/account/security,dropbox.com,Other,www.dropbox.com,HTTPS
4734,https://paper.dropbox.com,1072,dropbox.com,https://www.dropbox.com/account/security,dropbox.com,Other,www.dropbox.com,HTTPS
4735,https://getdropbox.com,1072,getdropbox.com,,getdropbox.com,Other,,
4736,https://m.dropbox.com,1072,dropbox.com,https://www.dropbox.com/account/security,dropbox.com,Other,www.dropbox.com,HTTPS
4737,android://IOki8gmf4whLAX9cZY5ueII1gtbeo8Ijf_ENSVTsxGgWNjNaFxcKce-JZ4mabdbVf8KT0TUOcfLRsUui3uDL6A==@com.dropbox.paper,1072,,,,,,
4738,android://XIRdglCdglpQKEHTdjogzb3f-OKLqllm1WFUs7n2JegiRAf13e3hqLEBxiqCsMjoHRePOyI_gqP_TFaCKNjp5g==@com.dropbox.passwords_android,1072,,,,,,
4739,android://IOki8gmf4whLAX9cZY5ueII1gtbeo8Ijf_ENSVTsxGgWNjNaFxcKce-JZ4mabdbVf8KT0TUOcfLRsUui3uDL6A==@com.dropbox.android,1072,,,,,,
4740,https://links.dropbox.com,1072,dropbox.com,https://www.dropbox.com/account/security,dropbox.com,Other,www.dropbox.com,HTTPS
4741,https://www.dropbox.com,1072,dropbox.com,https://www.dropbox.com/account/security,dropbox.com,Other,www.dropbox.com,HTTPS
4742,https://www.paper.dropbox.com,1072,dropbox.com,https://www.dropbox.com/account/security,dropbox.com,Other,www.dropbox.com,HTTPS
4743,https://br.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4744,https://pa.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4745,https://my.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4746,https://jo.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4747,android://pBowWSLvFMHp-Qulwesr2bSrcr9vsiPPhGed3xcXj5ZNJccRGvbP7pPFSqeoQ8NHooDFe29iIWzU_fETWE2UpQ==@com.linkedin.android.lite,1073,,,,,,
4748,https://id.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4749,https://ee.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4750,android://pBowWSLvFMHp-Qulwesr2bSrcr9vsiPPhGed3xcXj5ZNJccRGvbP7pPFSqeoQ8NHooDFe29iIWzU_fETWE2UpQ==@com.linkedin.android.learning,1073,,,,,,
4751,https://sk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4752,https://fi.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4753,https://zw.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4754,https://hk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4755,https://do.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4756,https://ma.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4757,android://pBowWSLvFMHp-Qulwesr2bSrcr9vsiPPhGed3xcXj5ZNJccRGvbP7pPFSqeoQ8NHooDFe29iIWzU_fETWE2UpQ==@com.linkedin.android.salesnavigator,1073,,,,,,
4758,https://linkedin-ei.com,1073,linkedin-ei.com,,linkedin-ei.com,Other,,
4759,https://tz.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4760,https://th.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4761,https://sa.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4762,https://nl.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4763,https://pt.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4764,https://lt.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4765,https://ch.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4766,https://touch.www.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4767,https://de.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4768,https://ba.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4769,https://vn.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4770,android://x77bgiN15hDgJuBEuLwXIPplwjKctRYLtG6TYDDu50U-g64A2nH3jzZEmTIKXg8Ax1LMr60cLYuV1m-z4W-EGQ==@com.linkedin.android,1073,,,,,,
4771,https://tw.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4772,https://pl.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4773,https://nz.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4774,https://om.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4775,android://RhCe_FZdm7NQv2kGZd8c6swvtMv_TsjScbUiFDmlFvqMSK7x30y6HdVa2ogKj2PVuRzY2DTjFQU4kSiRPLfJVA==@com.linkedin.android,1073,,,,,,
4776,https://cr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4777,https://cl.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4778,https://bd.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4779,https://be.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4780,https://af.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4781,https://gt.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4782,https://fr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4783,https://za.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4784,https://ar.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4785,android://HHyBdiB3ewVpPgacfxkV6SNMBQet94KXQcn9AS6AzrYFnYwuQDHU5NaB7z6bXXuM7FeAhV1D4Qi0BcsLTl7isA==@com.linkedin.android,1073,,,,,,
4786,https://hu.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4787,https://lv.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
